HORAS AL MES	DIVISION	AREA DE PERSONAL	SEXO	EDAD DEL EMPLEADO	CATEGORIA	SALARIOS MINIMOS
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	EDUCACION	PROMOTOR	Femenino	(30 - 40]	Joven	(02 - 03]
(150, 180]	SALUD IPS	ESPECIALISTA	Femenino	(20 - 30]	Joven	(12 - 13]
(150, 180]	SALUD IPS	ESPECIALISTA	Femenino	(20 - 30]	Joven	(12 - 13]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SALUD IPS	PERSONAL ALTO RIESGO	Masculino	(20 - 30]	Joven	(02 - 03]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	CAMILLERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	ESPECIALISTA	Femenino	(30 - 40]	Joven	(12 - 13]
(150, 180]	SALUD IPS	ESPECIALISTA	Femenino	(30 - 40]	Joven	(16 - 17]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	RECREACION Y TURISMO	SUPERVISOR	Masculino	(30 - 40]	Joven	(02 - 03]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	ADMINISTRACION	REVISOR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	RECREACION Y TURISMO	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	ESPECIALISTA	Masculino	(30 - 40]	Joven	(12 - 13]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	TERAPISTA	Femenino	(20 - 30]	Joven	(02 - 03]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(150, 180]	SALUD IPS	TERAPISTA	Femenino	(30 - 40]	Joven	(02 - 03]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	ADMINISTRADOR	Masculino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	TERAPISTA	Femenino	(20 - 30]	Joven	(02 - 03]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(... - 20	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Masculino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
(150, 180]	SUPERMERCADOS	CAJERO	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(... - 20	Joven	(01 - 02]
(150, 180]	SALUD IPS	ESPECIALISTA	Femenino	(30 - 40]	Joven	(14 - 15]
(150, 180]	DROGUERIAS	AUXILIAR	Femenino	(20 - 30]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(30 - 40]	Joven	(01 - 02]
(150, 180]	DROGUERIAS	AUXILIAR	Masculino	(20 - 30]	Joven	(01 - 02]
(150, 180]	SALUD IPS	AUXILIAR	Femenino	(30 - 40]	Joven	(01 - 02]
